"region_code","status","trend","mpa_offshoreEEZ_score"
"CA1",0.371435969286366,0.0108727165333523,0.0017685229490914
"CA2",0.405513005576372,0.00799412861479838,0.00608351617288547
"CA3",0.450558093126175,0.00791101720005961,0.0130622537032417
"OR",0.240743926514463,1.19161639355869e-15,8.6306486804334e-05
"WA",0.266846264270593,0,0.000686276256559933
